Time,H2_Concentration
8:53 AM,16ppm
8:53 AM,24ppm
8:53 AM,25ppm
8:53 AM,29ppm
8:53 AM,31ppm
8:53 AM,33ppm
8:53 AM,35ppm
8:53 AM,33ppm
8:53 AM,29ppm
8:53 AM,26ppm
8:53 AM,24ppm
8:53 AM,22ppm
8:53 AM,22ppm
8:53 AM,23ppm
8:53 AM,27ppm
8:53 AM,34ppm
8:53 AM,36ppm
8:53 AM,37ppm
8:53 AM,41ppm
8:53 AM,43ppm
8:53 AM,43ppm
8:53 AM,42ppm
8:53 AM,42ppm
8:53 AM,44ppm
8:53 AM,41ppm
8:53 AM,40ppm
8:53 AM,44ppm
8:53 AM,46ppm
8:53 AM,46ppm
8:53 AM,45ppm
8:53 AM,44ppm
8:53 AM,43ppm
8:53 AM,42ppm
8:53 AM,42ppm
8:53 AM,36ppm
8:54 AM,30ppm
8:54 AM,26ppm
8:54 AM,24ppm
8:54 AM,25ppm
8:54 AM,27ppm
8:54 AM,28ppm
8:54 AM,25ppm
8:54 AM,23ppm
8:54 AM,25ppm
8:54 AM,27ppm
8:54 AM,27ppm
8:54 AM,29ppm
8:54 AM,34ppm
8:54 AM,36ppm
8:54 AM,38ppm
8:54 AM,40ppm
8:54 AM,41ppm
8:54 AM,40ppm
8:54 AM,41ppm
8:54 AM,43ppm
8:54 AM,40ppm
8:54 AM,41ppm
8:54 AM,44ppm
8:54 AM,46ppm
8:54 AM,47ppm
8:54 AM,47ppm
8:54 AM,48ppm
8:54 AM,47ppm
8:54 AM,46ppm
8:54 AM,39ppm
8:54 AM,31ppm
8:54 AM,27ppm
8:54 AM,24ppm
8:54 AM,23ppm
8:54 AM,23ppm
8:54 AM,26ppm
8:54 AM,30ppm
8:54 AM,32ppm
8:54 AM,36ppm
8:54 AM,38ppm
8:54 AM,38ppm
8:54 AM,39ppm
8:54 AM,41ppm
8:54 AM,42ppm
8:54 AM,43ppm
8:54 AM,43ppm
8:54 AM,40ppm
8:54 AM,41ppm
8:54 AM,40ppm
8:54 AM,38ppm
8:54 AM,38ppm
8:54 AM,37ppm
8:54 AM,36ppm
8:54 AM,33ppm
8:54 AM,31ppm
8:54 AM,30ppm
8:54 AM,31ppm
8:54 AM,35ppm
8:54 AM,38ppm
8:54 AM,37ppm
8:55 AM,35ppm
8:55 AM,37ppm
8:55 AM,39ppm
8:55 AM,40ppm
8:55 AM,39ppm
8:55 AM,38ppm
8:55 AM,39ppm
8:55 AM,39ppm
8:55 AM,39ppm
8:55 AM,37ppm
8:55 AM,37ppm
8:55 AM,32ppm
8:55 AM,30ppm
8:55 AM,32ppm
8:55 AM,34ppm
8:55 AM,35ppm
8:55 AM,35ppm
8:55 AM,34ppm
8:55 AM,38ppm
8:55 AM,39ppm
8:55 AM,39ppm
8:55 AM,39ppm
8:55 AM,37ppm
8:55 AM,34ppm
8:55 AM,35ppm
8:55 AM,28ppm
8:55 AM,23ppm
8:55 AM,20ppm
8:55 AM,18ppm
8:55 AM,18ppm
8:55 AM,17ppm
8:55 AM,16ppm
8:55 AM,15ppm
8:55 AM,15ppm
8:55 AM,19ppm
8:55 AM,23ppm
8:55 AM,21ppm
8:55 AM,25ppm
8:55 AM,33ppm
8:55 AM,37ppm
8:55 AM,38ppm
8:55 AM,38ppm
8:55 AM,35ppm
8:55 AM,33ppm
8:55 AM,36ppm
8:55 AM,38ppm
8:55 AM,35ppm
8:55 AM,33ppm
8:55 AM,35ppm
8:55 AM,36ppm
8:55 AM,38ppm
8:55 AM,40ppm
8:55 AM,40ppm
8:55 AM,40ppm
8:55 AM,39ppm
8:55 AM,37ppm
8:55 AM,36ppm
8:55 AM,35ppm
8:55 AM,32ppm
8:55 AM,25ppm
8:56 AM,21ppm
8:56 AM,19ppm
8:56 AM,17ppm
8:56 AM,16ppm
8:56 AM,15ppm
8:56 AM,15ppm
8:56 AM,14ppm
8:56 AM,14ppm
8:56 AM,13ppm
8:56 AM,16ppm
8:56 AM,20ppm
8:56 AM,23ppm
8:56 AM,28ppm
8:56 AM,31ppm
8:56 AM,33ppm
8:56 AM,32ppm
8:56 AM,34ppm
8:56 AM,34ppm
8:56 AM,33ppm
8:56 AM,31ppm
8:56 AM,29ppm
8:56 AM,31ppm
8:56 AM,33ppm
8:56 AM,32ppm
8:56 AM,31ppm
8:56 AM,32ppm
8:56 AM,34ppm
8:56 AM,36ppm
8:56 AM,38ppm
8:56 AM,36ppm
8:56 AM,33ppm
8:56 AM,34ppm
8:56 AM,35ppm
8:56 AM,36ppm
8:56 AM,38ppm
8:56 AM,38ppm
8:56 AM,37ppm
8:56 AM,36ppm
8:56 AM,35ppm
8:56 AM,33ppm
8:56 AM,31ppm
8:56 AM,30ppm
8:56 AM,28ppm
8:56 AM,28ppm
8:56 AM,26ppm
8:56 AM,24ppm
8:56 AM,23ppm
8:56 AM,22ppm
8:56 AM,22ppm
8:56 AM,23ppm
8:56 AM,24ppm
8:56 AM,25ppm
8:56 AM,27ppm
8:56 AM,31ppm
8:56 AM,37ppm
8:56 AM,37ppm
8:56 AM,32ppm
8:56 AM,30ppm
8:56 AM,33ppm
8:56 AM,34ppm
8:57 AM,38ppm
8:57 AM,37ppm
8:57 AM,39ppm
8:57 AM,41ppm
8:57 AM,41ppm
8:57 AM,41ppm
8:57 AM,41ppm
8:57 AM,39ppm
8:57 AM,38ppm
8:57 AM,35ppm
8:57 AM,34ppm
8:57 AM,33ppm
8:57 AM,31ppm
8:57 AM,33ppm
8:57 AM,33ppm
8:57 AM,31ppm
8:57 AM,31ppm
8:57 AM,29ppm
8:57 AM,31ppm
8:57 AM,33ppm
8:57 AM,35ppm
8:57 AM,34ppm
8:57 AM,35ppm
8:57 AM,33ppm
8:57 AM,33ppm
8:57 AM,33ppm
8:57 AM,32ppm
8:57 AM,32ppm
8:57 AM,31ppm
8:57 AM,32ppm
8:57 AM,31ppm
8:57 AM,30ppm
8:57 AM,30ppm
8:57 AM,31ppm
8:57 AM,32ppm
8:57 AM,29ppm
8:57 AM,27ppm
8:57 AM,23ppm
8:57 AM,20ppm
8:57 AM,18ppm
8:57 AM,17ppm
8:57 AM,16ppm
8:57 AM,15ppm
8:57 AM,14ppm
8:57 AM,14ppm
8:57 AM,13ppm
8:57 AM,14ppm
8:57 AM,18ppm
8:57 AM,18ppm
8:57 AM,19ppm
8:57 AM,29ppm
8:57 AM,31ppm
8:57 AM,28ppm
8:57 AM,24ppm
8:57 AM,21ppm
8:57 AM,19ppm
8:57 AM,18ppm
8:57 AM,17ppm
8:57 AM,16ppm
8:57 AM,15ppm
8:58 AM,15ppm
8:58 AM,14ppm
8:58 AM,14ppm
8:58 AM,13ppm
8:58 AM,13ppm
8:58 AM,13ppm
8:58 AM,13ppm
8:58 AM,12ppm
8:58 AM,12ppm
8:58 AM,12ppm
8:58 AM,12ppm
8:58 AM,12ppm
8:58 AM,12ppm
8:58 AM,11ppm
8:58 AM,11ppm
8:58 AM,11ppm
8:58 AM,11ppm
8:58 AM,11ppm
8:58 AM,11ppm
8:58 AM,11ppm
8:58 AM,11ppm
8:58 AM,11ppm
8:58 AM,11ppm
8:58 AM,11ppm
8:58 AM,11ppm
8:58 AM,10ppm
8:58 AM,10ppm
8:58 AM,11ppm
8:58 AM,11ppm
8:58 AM,10ppm
8:58 AM,10ppm
8:58 AM,10ppm
8:58 AM,10ppm
8:58 AM,10ppm
8:58 AM,10ppm
8:58 AM,10ppm
8:58 AM,16ppm
8:58 AM,25ppm
8:58 AM,29ppm
8:58 AM,36ppm
8:58 AM,38ppm
8:58 AM,39ppm
8:58 AM,38ppm
8:58 AM,36ppm
8:58 AM,32ppm
8:58 AM,30ppm
8:58 AM,30ppm
8:58 AM,32ppm
8:58 AM,34ppm
8:58 AM,37ppm
8:58 AM,39ppm
8:58 AM,39ppm
8:58 AM,39ppm
8:58 AM,38ppm
8:58 AM,35ppm
8:58 AM,31ppm
8:58 AM,26ppm
8:58 AM,24ppm
8:58 AM,22ppm
8:58 AM,20ppm
8:59 AM,19ppm
8:59 AM,18ppm
8:59 AM,18ppm
8:59 AM,17ppm
8:59 AM,24ppm
8:59 AM,32ppm
8:59 AM,32ppm
8:59 AM,37ppm
8:59 AM,35ppm
8:59 AM,31ppm
8:59 AM,35ppm
8:59 AM,38ppm
8:59 AM,43ppm
8:59 AM,45ppm
8:59 AM,41ppm
8:59 AM,43ppm
8:59 AM,46ppm
8:59 AM,46ppm
8:59 AM,45ppm
8:59 AM,44ppm
8:59 AM,43ppm
8:59 AM,42ppm
8:59 AM,41ppm
8:59 AM,41ppm
8:59 AM,38ppm
8:59 AM,37ppm
8:59 AM,37ppm
8:59 AM,38ppm
8:59 AM,37ppm
8:59 AM,35ppm
8:59 AM,32ppm
8:59 AM,29ppm
8:59 AM,29ppm
8:59 AM,29ppm
8:59 AM,29ppm
8:59 AM,29ppm
8:59 AM,30ppm
8:59 AM,30ppm
8:59 AM,30ppm
8:59 AM,30ppm
8:59 AM,29ppm
8:59 AM,29ppm
8:59 AM,24ppm
8:59 AM,19ppm
8:59 AM,17ppm
8:59 AM,16ppm
8:59 AM,15ppm
8:59 AM,14ppm
8:59 AM,13ppm
8:59 AM,13ppm
8:59 AM,12ppm
8:59 AM,12ppm
8:59 AM,12ppm
8:59 AM,11ppm
8:59 AM,11ppm
8:59 AM,13ppm
8:59 AM,17ppm
8:59 AM,18ppm
8:59 AM,16ppm
8:59 AM,15ppm
9:00 AM,17ppm
9:00 AM,23ppm
9:00 AM,26ppm
9:00 AM,29ppm
9:00 AM,31ppm
9:00 AM,31ppm
9:00 AM,31ppm
9:00 AM,30ppm
9:00 AM,27ppm
9:00 AM,27ppm
9:00 AM,27ppm
9:00 AM,27ppm
9:00 AM,26ppm
9:00 AM,24ppm
9:00 AM,23ppm
9:00 AM,29ppm
9:00 AM,33ppm
9:00 AM,33ppm
9:00 AM,31ppm
9:00 AM,31ppm
9:00 AM,29ppm
9:00 AM,25ppm
9:00 AM,22ppm
9:00 AM,20ppm
9:00 AM,18ppm
9:00 AM,17ppm
9:00 AM,24ppm
9:00 AM,31ppm
9:00 AM,36ppm
9:00 AM,41ppm
9:00 AM,44ppm
9:00 AM,42ppm
9:00 AM,40ppm
9:00 AM,41ppm
9:00 AM,46ppm
9:00 AM,49ppm
9:00 AM,49ppm
9:00 AM,47ppm
9:00 AM,45ppm
9:00 AM,44ppm
9:00 AM,43ppm
9:00 AM,41ppm
9:00 AM,40ppm
9:00 AM,38ppm
9:00 AM,35ppm
9:00 AM,32ppm
9:00 AM,31ppm
9:00 AM,31ppm
9:00 AM,31ppm
9:00 AM,31ppm
9:00 AM,30ppm
9:00 AM,29ppm
9:00 AM,28ppm
9:00 AM,27ppm
9:00 AM,26ppm
9:00 AM,29ppm
9:00 AM,31ppm
9:00 AM,30ppm
9:00 AM,29ppm
9:00 AM,29ppm
9:01 AM,29ppm
9:01 AM,30ppm
9:01 AM,30ppm
9:01 AM,30ppm
9:01 AM,30ppm
9:01 AM,29ppm
9:01 AM,28ppm
9:01 AM,26ppm
9:01 AM,25ppm
9:01 AM,23ppm
9:01 AM,18ppm
9:01 AM,15ppm
9:01 AM,14ppm
9:01 AM,13ppm
9:01 AM,12ppm
9:01 AM,11ppm
9:01 AM,11ppm
9:01 AM,10ppm
9:01 AM,14ppm
9:01 AM,19ppm
9:01 AM,21ppm
9:01 AM,25ppm
9:01 AM,26ppm
9:01 AM,27ppm
9:01 AM,25ppm
9:01 AM,24ppm
9:01 AM,22ppm
9:01 AM,21ppm
9:01 AM,24ppm
9:01 AM,27ppm
9:01 AM,29ppm
9:01 AM,31ppm
9:01 AM,33ppm
9:01 AM,33ppm
9:01 AM,32ppm
9:01 AM,30ppm
9:01 AM,32ppm
9:01 AM,34ppm
9:01 AM,35ppm
9:01 AM,35ppm
9:01 AM,35ppm
9:01 AM,33ppm
9:01 AM,32ppm
9:01 AM,31ppm
9:01 AM,29ppm
9:01 AM,28ppm
9:01 AM,21ppm
9:01 AM,16ppm
9:01 AM,15ppm
9:01 AM,13ppm
9:01 AM,12ppm
9:01 AM,12ppm
9:01 AM,11ppm
9:01 AM,11ppm
9:01 AM,10ppm
9:01 AM,10ppm
9:01 AM,10ppm
9:01 AM,10ppm
9:01 AM,9ppm
9:01 AM,9ppm
9:02 AM,9ppm
9:02 AM,9ppm
9:02 AM,9ppm
9:02 AM,9ppm
9:02 AM,9ppm
