Time,Height,Pressure,Temperature
8:57 AM,39.29, 100854.00 Pa, 32.06 C
8:57 AM,39.04, 100857.00 Pa, 32.06 C
8:57 AM,39.04, 100857.00 Pa, 32.06 C
8:57 AM,39.04, 100857.00 Pa, 32.06 C
8:57 AM,39.21, 100855.00 Pa, 32.07 C
8:57 AM,39.45, 100852.00 Pa, 32.06 C
8:57 AM,39.29, 100854.00 Pa, 32.06 C
8:57 AM,39.04, 100857.00 Pa, 32.06 C
8:57 AM,39.71, 100849.00 Pa, 32.06 C
8:57 AM,39.62, 100850.00 Pa, 32.06 C
8:57 AM,39.45, 100852.00 Pa, 32.07 C
8:57 AM,39.29, 100854.00 Pa, 32.07 C
8:57 AM,39.21, 100855.00 Pa, 32.06 C
8:57 AM,39.12, 100856.00 Pa, 32.06 C
8:57 AM,39.29, 100854.00 Pa, 32.06 C
8:57 AM,39.12, 100856.00 Pa, 32.06 C
8:57 AM,39.37, 100853.00 Pa, 32.07 C
8:57 AM,39.21, 100855.00 Pa, 32.06 C
8:57 AM,39.12, 100856.00 Pa, 32.06 C
8:57 AM,39.45, 100852.00 Pa, 32.06 C
8:57 AM,39.37, 100853.00 Pa, 32.06 C
8:57 AM,39.45, 100852.00 Pa, 32.06 C
8:57 AM,39.37, 100853.00 Pa, 32.06 C
8:57 AM,39.54, 100851.00 Pa, 32.06 C
8:57 AM,39.21, 100855.00 Pa, 32.06 C
8:57 AM,39.45, 100852.00 Pa, 32.06 C
8:57 AM,39.45, 100852.00 Pa, 32.06 C
8:57 AM,39.12, 100856.00 Pa, 32.06 C
8:57 AM,39.04, 100857.00 Pa, 32.06 C
8:57 AM,39.21, 100855.00 Pa, 32.06 C
8:57 AM,39.29, 100854.00 Pa, 32.06 C
8:57 AM,39.29, 100854.00 Pa, 32.07 C
8:57 AM,39.37, 100853.00 Pa, 32.06 C
8:58 AM,39.29, 100854.00 Pa, 32.06 C
8:58 AM,38.79, 100860.00 Pa, 32.06 C
8:58 AM,39.12, 100856.00 Pa, 32.06 C
8:58 AM,39.12, 100856.00 Pa, 32.06 C
8:58 AM,39.21, 100855.00 Pa, 32.05 C
8:58 AM,39.12, 100856.00 Pa, 32.06 C
8:58 AM,39.21, 100855.00 Pa, 32.06 C
8:58 AM,39.21, 100855.00 Pa, 32.06 C
8:58 AM,39.21, 100855.00 Pa, 32.06 C
8:58 AM,39.21, 100855.00 Pa, 32.05 C
8:58 AM,39.21, 100855.00 Pa, 32.06 C
8:58 AM,39.04, 100857.00 Pa, 32.06 C
8:58 AM,39.12, 100856.00 Pa, 32.06 C
8:58 AM,39.29, 100854.00 Pa, 32.05 C
8:58 AM,39.21, 100855.00 Pa, 32.06 C
8:58 AM,39.29, 100854.00 Pa, 32.05 C
8:58 AM,39.29, 100854.00 Pa, 32.05 C
8:58 AM,39.21, 100855.00 Pa, 32.06 C
8:58 AM,39.12, 100856.00 Pa, 32.06 C
8:58 AM,39.29, 100854.00 Pa, 32.06 C
8:58 AM,39.37, 100853.00 Pa, 32.05 C
8:58 AM,39.12, 100856.00 Pa, 32.06 C
8:58 AM,39.54, 100851.00 Pa, 32.05 C
8:58 AM,39.54, 100851.00 Pa, 32.06 C
8:58 AM,39.37, 100853.00 Pa, 32.06 C
8:58 AM,39.29, 100854.00 Pa, 32.06 C
8:58 AM,39.21, 100855.00 Pa, 32.06 C
8:58 AM,39.04, 100857.00 Pa, 32.06 C
8:58 AM,39.12, 100856.00 Pa, 32.06 C
8:58 AM,39.45, 100852.00 Pa, 32.05 C
8:58 AM,39.21, 100855.00 Pa, 32.06 C
8:58 AM,39.12, 100856.00 Pa, 32.05 C
8:58 AM,39.04, 100857.00 Pa, 32.06 C
8:58 AM,39.29, 100854.00 Pa, 32.06 C
8:58 AM,39.29, 100854.00 Pa, 32.06 C
8:58 AM,39.12, 100856.00 Pa, 32.06 C
8:58 AM,39.12, 100856.00 Pa, 32.05 C
8:58 AM,39.21, 100855.00 Pa, 32.05 C
8:58 AM,39.29, 100854.00 Pa, 32.05 C
8:58 AM,39.37, 100853.00 Pa, 32.05 C
8:58 AM,39.29, 100854.00 Pa, 32.05 C
8:58 AM,39.45, 100852.00 Pa, 32.05 C
8:58 AM,39.29, 100854.00 Pa, 32.05 C
8:58 AM,39.29, 100854.00 Pa, 32.05 C
8:58 AM,39.21, 100855.00 Pa, 32.05 C
8:58 AM,39.29, 100854.00 Pa, 32.05 C
8:58 AM,39.45, 100852.00 Pa, 32.05 C
8:58 AM,39.37, 100853.00 Pa, 32.05 C
8:58 AM,39.37, 100853.00 Pa, 32.05 C
8:58 AM,39.37, 100853.00 Pa, 32.05 C
8:58 AM,39.45, 100852.00 Pa, 32.05 C
8:58 AM,39.29, 100854.00 Pa, 32.05 C
8:58 AM,39.37, 100853.00 Pa, 32.05 C
8:58 AM,39.12, 100856.00 Pa, 32.05 C
8:58 AM,39.29, 100854.00 Pa, 32.05 C
8:58 AM,39.21, 100855.00 Pa, 32.06 C
8:58 AM,39.37, 100853.00 Pa, 32.05 C
8:58 AM,39.21, 100855.00 Pa, 32.04 C
8:58 AM,39.21, 100855.00 Pa, 32.06 C
8:58 AM,39.12, 100856.00 Pa, 32.05 C
8:59 AM,39.21, 100855.00 Pa, 32.06 C
8:59 AM,39.21, 100855.00 Pa, 32.05 C
8:59 AM,39.12, 100856.00 Pa, 32.05 C
8:59 AM,39.29, 100854.00 Pa, 32.05 C
8:59 AM,39.37, 100853.00 Pa, 32.05 C
8:59 AM,39.21, 100855.00 Pa, 32.04 C
8:59 AM,39.12, 100856.00 Pa, 32.04 C
8:59 AM,39.21, 100855.00 Pa, 32.05 C
8:59 AM,39.29, 100854.00 Pa, 32.05 C
8:59 AM,39.29, 100854.00 Pa, 32.04 C
8:59 AM,39.29, 100854.00 Pa, 32.05 C
8:59 AM,39.45, 100852.00 Pa, 32.05 C
8:59 AM,39.29, 100854.00 Pa, 32.05 C
8:59 AM,39.29, 100854.00 Pa, 32.04 C
8:59 AM,39.12, 100856.00 Pa, 32.04 C
8:59 AM,39.37, 100853.00 Pa, 32.05 C
8:59 AM,39.21, 100855.00 Pa, 32.05 C
8:59 AM,39.21, 100855.00 Pa, 32.04 C
8:59 AM,39.21, 100855.00 Pa, 32.04 C
8:59 AM,39.29, 100854.00 Pa, 32.04 C
8:59 AM,39.04, 100857.00 Pa, 32.05 C
8:59 AM,39.37, 100853.00 Pa, 32.04 C
8:59 AM,39.04, 100857.00 Pa, 32.05 C
8:59 AM,39.04, 100857.00 Pa, 32.04 C
8:59 AM,39.37, 100853.00 Pa, 32.04 C
8:59 AM,39.04, 100857.00 Pa, 32.04 C
8:59 AM,39.04, 100857.00 Pa, 32.05 C
8:59 AM,39.37, 100853.00 Pa, 32.04 C
8:59 AM,39.21, 100855.00 Pa, 32.04 C
8:59 AM,38.96, 100858.00 Pa, 32.04 C
8:59 AM,39.45, 100852.00 Pa, 32.04 C
8:59 AM,38.96, 100858.00 Pa, 32.05 C
8:59 AM,39.12, 100856.00 Pa, 32.04 C
8:59 AM,39.12, 100856.00 Pa, 32.04 C
8:59 AM,38.96, 100858.00 Pa, 32.05 C
8:59 AM,38.96, 100858.00 Pa, 32.04 C
8:59 AM,38.79, 100860.00 Pa, 32.04 C
8:59 AM,38.96, 100858.00 Pa, 32.04 C
8:59 AM,39.29, 100854.00 Pa, 32.03 C
8:59 AM,39.37, 100853.00 Pa, 32.04 C
8:59 AM,39.21, 100855.00 Pa, 32.04 C
8:59 AM,39.04, 100857.00 Pa, 32.04 C
8:59 AM,38.96, 100858.00 Pa, 32.04 C
8:59 AM,39.04, 100857.00 Pa, 32.04 C
8:59 AM,39.29, 100854.00 Pa, 32.04 C
8:59 AM,39.29, 100854.00 Pa, 32.03 C
8:59 AM,39.12, 100856.00 Pa, 32.04 C
8:59 AM,38.87, 100859.00 Pa, 32.04 C
8:59 AM,39.29, 100854.00 Pa, 32.04 C
8:59 AM,39.04, 100857.00 Pa, 32.04 C
8:59 AM,39.12, 100856.00 Pa, 32.03 C
8:59 AM,39.21, 100855.00 Pa, 32.04 C
8:59 AM,38.96, 100858.00 Pa, 32.05 C
8:59 AM,39.21, 100855.00 Pa, 32.04 C
8:59 AM,39.12, 100856.00 Pa, 32.04 C
8:59 AM,39.21, 100855.00 Pa, 32.03 C
8:59 AM,39.04, 100857.00 Pa, 32.03 C
8:59 AM,39.12, 100856.00 Pa, 32.04 C
8:59 AM,39.12, 100856.00 Pa, 32.03 C
8:59 AM,39.12, 100856.00 Pa, 32.04 C
9:00 AM,39.21, 100855.00 Pa, 32.04 C
9:00 AM,39.29, 100854.00 Pa, 32.04 C
9:00 AM,39.04, 100857.00 Pa, 32.03 C
9:00 AM,39.04, 100857.00 Pa, 32.03 C
9:00 AM,39.12, 100856.00 Pa, 32.03 C
9:00 AM,39.21, 100855.00 Pa, 32.03 C
9:00 AM,39.04, 100857.00 Pa, 32.04 C
9:00 AM,38.96, 100858.00 Pa, 32.04 C
9:00 AM,38.87, 100859.00 Pa, 32.03 C
9:00 AM,39.04, 100857.00 Pa, 32.03 C
9:00 AM,39.21, 100855.00 Pa, 32.03 C
9:00 AM,39.12, 100856.00 Pa, 32.03 C
9:00 AM,39.04, 100857.00 Pa, 32.03 C
9:00 AM,39.21, 100855.00 Pa, 32.04 C
9:00 AM,38.96, 100858.00 Pa, 32.03 C
9:00 AM,39.12, 100856.00 Pa, 32.03 C
9:00 AM,39.04, 100857.00 Pa, 32.03 C
9:00 AM,39.12, 100856.00 Pa, 32.03 C
9:00 AM,39.04, 100857.00 Pa, 32.03 C
9:00 AM,39.04, 100857.00 Pa, 32.03 C
9:00 AM,39.04, 100857.00 Pa, 32.02 C
9:00 AM,39.29, 100854.00 Pa, 32.03 C
9:00 AM,38.96, 100858.00 Pa, 32.02 C
9:00 AM,39.12, 100856.00 Pa, 32.03 C
9:00 AM,38.87, 100859.00 Pa, 32.03 C
9:00 AM,39.04, 100857.00 Pa, 32.02 C
9:00 AM,38.96, 100858.00 Pa, 32.02 C
9:00 AM,39.04, 100857.00 Pa, 32.03 C
9:00 AM,39.04, 100857.00 Pa, 32.02 C
9:00 AM,39.21, 100855.00 Pa, 32.03 C
9:00 AM,39.04, 100857.00 Pa, 32.02 C
9:00 AM,39.04, 100857.00 Pa, 32.03 C
9:00 AM,39.04, 100857.00 Pa, 32.02 C
9:00 AM,38.96, 100858.00 Pa, 32.03 C
9:00 AM,39.12, 100856.00 Pa, 32.03 C
9:00 AM,39.21, 100855.00 Pa, 32.02 C
9:00 AM,39.37, 100853.00 Pa, 32.02 C
9:00 AM,39.04, 100857.00 Pa, 32.03 C
9:00 AM,39.45, 100852.00 Pa, 32.02 C
9:00 AM,39.12, 100856.00 Pa, 32.02 C
9:00 AM,39.21, 100855.00 Pa, 32.03 C
9:00 AM,38.87, 100859.00 Pa, 32.02 C
9:00 AM,39.12, 100856.00 Pa, 32.02 C
9:00 AM,38.96, 100858.00 Pa, 32.02 C
9:00 AM,39.29, 100854.00 Pa, 32.02 C
9:00 AM,39.12, 100856.00 Pa, 32.03 C
9:00 AM,39.29, 100854.00 Pa, 32.03 C
9:00 AM,39.21, 100855.00 Pa, 32.03 C
9:00 AM,39.12, 100856.00 Pa, 32.02 C
9:00 AM,39.12, 100856.00 Pa, 32.02 C
9:00 AM,39.12, 100856.00 Pa, 32.02 C
9:00 AM,39.21, 100855.00 Pa, 32.02 C
9:00 AM,39.29, 100854.00 Pa, 32.02 C
9:00 AM,38.96, 100858.00 Pa, 32.02 C
9:00 AM,39.21, 100855.00 Pa, 32.02 C
9:00 AM,39.12, 100856.00 Pa, 32.02 C
9:00 AM,39.21, 100855.00 Pa, 32.02 C
9:00 AM,39.21, 100855.00 Pa, 32.01 C
9:00 AM,39.21, 100855.00 Pa, 32.01 C
9:00 AM,39.21, 100855.00 Pa, 32.01 C
9:01 AM,39.12, 100856.00 Pa, 32.01 C
9:01 AM,39.12, 100856.00 Pa, 32.02 C
9:01 AM,39.04, 100857.00 Pa, 32.02 C
9:01 AM,39.04, 100857.00 Pa, 32.02 C
9:01 AM,39.37, 100853.00 Pa, 32.02 C
9:01 AM,39.37, 100853.00 Pa, 32.02 C
9:01 AM,39.29, 100854.00 Pa, 32.01 C
9:01 AM,39.29, 100854.00 Pa, 32.02 C
9:01 AM,38.96, 100858.00 Pa, 32.01 C
9:01 AM,39.21, 100855.00 Pa, 32.01 C
9:01 AM,38.96, 100858.00 Pa, 32.02 C
9:01 AM,39.21, 100855.00 Pa, 32.01 C
9:01 AM,39.29, 100854.00 Pa, 32.01 C
9:01 AM,39.04, 100857.00 Pa, 32.01 C
9:01 AM,39.29, 100854.00 Pa, 32.01 C
9:01 AM,39.12, 100856.00 Pa, 32.01 C
9:01 AM,39.29, 100854.00 Pa, 32.01 C
9:01 AM,39.12, 100856.00 Pa, 32.01 C
9:01 AM,39.21, 100855.00 Pa, 32.01 C
9:01 AM,38.87, 100859.00 Pa, 32.01 C
9:01 AM,38.96, 100858.00 Pa, 32.01 C
9:01 AM,39.21, 100855.00 Pa, 32.00 C
9:01 AM,39.21, 100855.00 Pa, 32.01 C
9:01 AM,38.87, 100859.00 Pa, 32.01 C
9:01 AM,39.21, 100855.00 Pa, 32.00 C
9:01 AM,39.12, 100856.00 Pa, 32.00 C
9:01 AM,39.21, 100855.00 Pa, 32.01 C
9:01 AM,39.54, 100851.00 Pa, 32.00 C
9:01 AM,39.12, 100856.00 Pa, 32.01 C
9:01 AM,39.54, 100851.00 Pa, 32.00 C
9:01 AM,39.21, 100855.00 Pa, 32.01 C
9:01 AM,39.21, 100855.00 Pa, 32.01 C
9:01 AM,39.45, 100852.00 Pa, 32.00 C
9:01 AM,39.29, 100854.00 Pa, 32.00 C
9:01 AM,39.21, 100855.00 Pa, 32.01 C
9:01 AM,39.21, 100855.00 Pa, 32.01 C
9:01 AM,39.04, 100857.00 Pa, 32.00 C
9:01 AM,38.96, 100858.00 Pa, 32.01 C
9:01 AM,38.96, 100858.00 Pa, 32.00 C
9:01 AM,38.96, 100858.00 Pa, 32.01 C
9:01 AM,39.21, 100855.00 Pa, 32.01 C
9:01 AM,39.12, 100856.00 Pa, 32.00 C
9:01 AM,38.96, 100858.00 Pa, 32.01 C
9:01 AM,39.04, 100857.00 Pa, 32.00 C
9:01 AM,39.29, 100854.00 Pa, 32.00 C
9:01 AM,38.96, 100858.00 Pa, 32.01 C
9:01 AM,39.21, 100855.00 Pa, 32.00 C
9:01 AM,39.12, 100856.00 Pa, 32.00 C
9:01 AM,39.71, 100849.00 Pa, 32.00 C
9:01 AM,39.21, 100855.00 Pa, 32.00 C
9:01 AM,39.12, 100856.00 Pa, 32.00 C
9:01 AM,39.54, 100851.00 Pa, 32.00 C
9:01 AM,39.37, 100853.00 Pa, 32.00 C
9:01 AM,38.87, 100859.00 Pa, 32.00 C
9:01 AM,39.45, 100852.00 Pa, 32.00 C
9:01 AM,39.45, 100852.00 Pa, 32.00 C
9:01 AM,39.12, 100856.00 Pa, 32.01 C
9:01 AM,39.62, 100850.00 Pa, 32.00 C
9:01 AM,38.96, 100858.00 Pa, 32.01 C
9:01 AM,39.37, 100853.00 Pa, 31.99 C
9:02 AM,38.96, 100858.00 Pa, 32.00 C
9:02 AM,39.12, 100856.00 Pa, 32.00 C
9:02 AM,38.96, 100858.00 Pa, 32.00 C
9:02 AM,39.62, 100850.00 Pa, 32.00 C
9:02 AM,39.54, 100851.00 Pa, 32.00 C
9:02 AM,39.37, 100853.00 Pa, 32.00 C
9:02 AM,38.87, 100859.00 Pa, 32.01 C
9:02 AM,39.54, 100851.00 Pa, 32.00 C
9:02 AM,38.96, 100858.00 Pa, 32.00 C
9:02 AM,39.29, 100854.00 Pa, 32.00 C
9:02 AM,39.12, 100856.00 Pa, 31.99 C
9:02 AM,39.21, 100855.00 Pa, 32.00 C
9:02 AM,39.37, 100853.00 Pa, 31.99 C
9:02 AM,39.29, 100854.00 Pa, 32.00 C
9:02 AM,39.37, 100853.00 Pa, 31.99 C
9:02 AM,39.21, 100855.00 Pa, 31.99 C
9:02 AM,39.62, 100850.00 Pa, 31.98 C
9:02 AM,39.54, 100851.00 Pa, 32.00 C
9:02 AM,39.54, 100851.00 Pa, 32.00 C
9:02 AM,39.37, 100853.00 Pa, 31.99 C
9:02 AM,39.29, 100854.00 Pa, 31.99 C
9:02 AM,39.62, 100850.00 Pa, 31.99 C
9:02 AM,39.45, 100852.00 Pa, 31.99 C
9:02 AM,38.87, 100859.00 Pa, 32.00 C
9:02 AM,39.37, 100853.00 Pa, 31.99 C
9:02 AM,39.45, 100852.00 Pa, 31.99 C
9:02 AM,39.54, 100851.00 Pa, 31.99 C
9:02 AM,39.37, 100853.00 Pa, 31.99 C
9:02 AM,39.37, 100853.00 Pa, 31.99 C
9:02 AM,39.37, 100853.00 Pa, 31.99 C
9:02 AM,39.37, 100853.00 Pa, 31.99 C
9:02 AM,39.04, 100857.00 Pa, 31.99 C
9:02 AM,39.29, 100854.00 Pa, 31.99 C
9:02 AM,39.54, 100851.00 Pa, 31.99 C
9:02 AM,39.21, 100855.00 Pa, 31.99 C
9:02 AM,39.21, 100855.00 Pa, 31.99 C
9:02 AM,39.45, 100852.00 Pa, 31.98 C
9:02 AM,39.45, 100852.00 Pa, 31.99 C
9:02 AM,39.37, 100853.00 Pa, 31.99 C
9:02 AM,39.29, 100854.00 Pa, 31.99 C
9:02 AM,39.29, 100854.00 Pa, 31.98 C
9:02 AM,39.54, 100851.00 Pa, 31.98 C
9:02 AM,39.12, 100856.00 Pa, 31.99 C
9:02 AM,39.29, 100854.00 Pa, 31.99 C
9:02 AM,39.37, 100853.00 Pa, 31.99 C
9:02 AM,39.37, 100853.00 Pa, 31.99 C
9:02 AM,39.29, 100854.00 Pa, 31.99 C
9:02 AM,39.29, 100854.00 Pa, 31.99 C
9:02 AM,39.54, 100851.00 Pa, 31.99 C
9:02 AM,39.21, 100855.00 Pa, 31.99 C
9:02 AM,39.29, 100854.00 Pa, 31.99 C
9:02 AM,39.37, 100853.00 Pa, 31.99 C
9:02 AM,39.04, 100857.00 Pa, 31.99 C
9:02 AM,39.21, 100855.00 Pa, 31.99 C
9:02 AM,39.12, 100856.00 Pa, 31.99 C
9:02 AM,39.29, 100854.00 Pa, 31.99 C
9:02 AM,39.29, 100854.00 Pa, 31.98 C
9:02 AM,39.21, 100855.00 Pa, 31.98 C
9:02 AM,39.21, 100855.00 Pa, 31.99 C
9:02 AM,39.29, 100854.00 Pa, 31.99 C
9:03 AM,39.29, 100854.00 Pa, 31.99 C
9:03 AM,39.45, 100852.00 Pa, 31.99 C
9:03 AM,39.29, 100854.00 Pa, 31.99 C
9:03 AM,39.21, 100855.00 Pa, 31.99 C
9:03 AM,39.21, 100855.00 Pa, 31.99 C
9:03 AM,39.79, 100848.00 Pa, 31.98 C
9:03 AM,39.62, 100850.00 Pa, 31.98 C
9:03 AM,39.21, 100855.00 Pa, 31.99 C
9:03 AM,39.29, 100854.00 Pa, 31.98 C
9:03 AM,39.45, 100852.00 Pa, 31.99 C
9:03 AM,39.45, 100852.00 Pa, 31.99 C
9:03 AM,39.29, 100854.00 Pa, 31.98 C
9:03 AM,39.37, 100853.00 Pa, 31.98 C
9:03 AM,39.37, 100853.00 Pa, 31.99 C
9:03 AM,39.54, 100851.00 Pa, 31.99 C
9:03 AM,39.29, 100854.00 Pa, 31.98 C
9:03 AM,39.62, 100850.00 Pa, 31.98 C
9:03 AM,39.12, 100856.00 Pa, 31.99 C
9:03 AM,39.37, 100853.00 Pa, 31.99 C
9:03 AM,39.37, 100853.00 Pa, 31.98 C
9:03 AM,39.21, 100855.00 Pa, 31.99 C
9:03 AM,39.37, 100853.00 Pa, 31.99 C
9:03 AM,39.45, 100852.00 Pa, 31.98 C
9:03 AM,39.29, 100854.00 Pa, 31.98 C
9:03 AM,39.37, 100853.00 Pa, 31.98 C
9:03 AM,39.21, 100855.00 Pa, 31.99 C
9:03 AM,39.12, 100856.00 Pa, 31.98 C
9:03 AM,39.29, 100854.00 Pa, 31.98 C
9:03 AM,38.96, 100858.00 Pa, 31.99 C
9:03 AM,39.04, 100857.00 Pa, 31.98 C
9:03 AM,39.12, 100856.00 Pa, 31.99 C
9:03 AM,39.21, 100855.00 Pa, 31.99 C
9:03 AM,39.29, 100854.00 Pa, 31.98 C
9:03 AM,39.37, 100853.00 Pa, 31.98 C
9:03 AM,39.04, 100857.00 Pa, 31.98 C
9:03 AM,39.29, 100854.00 Pa, 31.99 C
9:03 AM,39.21, 100855.00 Pa, 31.99 C
9:03 AM,39.29, 100854.00 Pa, 31.99 C
9:03 AM,39.29, 100854.00 Pa, 31.99 C
9:03 AM,39.21, 100855.00 Pa, 31.99 C
9:03 AM,39.21, 100855.00 Pa, 31.99 C
9:03 AM,39.12, 100856.00 Pa, 31.99 C
9:03 AM,39.54, 100851.00 Pa, 31.98 C
9:03 AM,39.12, 100856.00 Pa, 31.99 C
9:03 AM,39.29, 100854.00 Pa, 31.99 C
9:03 AM,39.37, 100853.00 Pa, 31.97 C
9:03 AM,39.12, 100856.00 Pa, 31.98 C
9:03 AM,39.37, 100853.00 Pa, 31.98 C
9:03 AM,39.29, 100854.00 Pa, 31.98 C
9:03 AM,39.04, 100857.00 Pa, 31.98 C
9:03 AM,39.12, 100856.00 Pa, 31.98 C
9:03 AM,39.45, 100852.00 Pa, 31.98 C
9:03 AM,39.54, 100851.00 Pa, 31.98 C
9:03 AM,39.12, 100856.00 Pa, 31.98 C
9:03 AM,39.21, 100855.00 Pa, 31.99 C
9:03 AM,39.37, 100853.00 Pa, 31.98 C
9:03 AM,38.96, 100858.00 Pa, 31.98 C
9:03 AM,39.12, 100856.00 Pa, 31.98 C
9:03 AM,39.21, 100855.00 Pa, 31.98 C
9:03 AM,39.29, 100854.00 Pa, 31.98 C
9:04 AM,39.45, 100852.00 Pa, 31.97 C
9:04 AM,39.45, 100852.00 Pa, 31.98 C
9:04 AM,39.45, 100852.00 Pa, 31.97 C
9:04 AM,39.71, 100849.00 Pa, 31.97 C
9:04 AM,39.45, 100852.00 Pa, 31.98 C
9:04 AM,39.29, 100854.00 Pa, 31.98 C
9:04 AM,39.45, 100852.00 Pa, 31.98 C
9:04 AM,39.29, 100854.00 Pa, 31.98 C
9:04 AM,39.12, 100856.00 Pa, 31.98 C
9:04 AM,39.21, 100855.00 Pa, 31.98 C
9:04 AM,39.29, 100854.00 Pa, 31.97 C
9:04 AM,39.21, 100855.00 Pa, 31.98 C
9:04 AM,39.21, 100855.00 Pa, 31.98 C
9:04 AM,39.45, 100852.00 Pa, 31.97 C
9:04 AM,39.45, 100852.00 Pa, 31.98 C
9:04 AM,39.29, 100854.00 Pa, 31.98 C
9:04 AM,39.45, 100852.00 Pa, 31.97 C
9:04 AM,39.29, 100854.00 Pa, 31.98 C
9:04 AM,39.37, 100853.00 Pa, 31.97 C
9:04 AM,39.12, 100856.00 Pa, 31.97 C
9:04 AM,39.04, 100857.00 Pa, 31.98 C
9:04 AM,39.21, 100855.00 Pa, 31.98 C
9:04 AM,39.29, 100854.00 Pa, 31.97 C
9:04 AM,39.12, 100856.00 Pa, 31.97 C
9:04 AM,39.12, 100856.00 Pa, 31.97 C
9:04 AM,39.12, 100856.00 Pa, 31.96 C
9:04 AM,39.21, 100855.00 Pa, 31.97 C
9:04 AM,39.21, 100855.00 Pa, 31.97 C
9:04 AM,39.37, 100853.00 Pa, 31.97 C
9:04 AM,39.21, 100855.00 Pa, 31.97 C
9:04 AM,39.37, 100853.00 Pa, 31.97 C
9:04 AM,39.45, 100852.00 Pa, 31.97 C
9:04 AM,39.37, 100853.00 Pa, 31.97 C
9:04 AM,39.45, 100852.00 Pa, 31.97 C
9:04 AM,39.29, 100854.00 Pa, 31.97 C
9:04 AM,39.37, 100853.00 Pa, 31.98 C
9:04 AM,39.12, 100856.00 Pa, 31.97 C
9:04 AM,39.21, 100855.00 Pa, 31.97 C
9:04 AM,39.12, 100856.00 Pa, 31.97 C
9:04 AM,39.37, 100853.00 Pa, 31.97 C
9:04 AM,39.21, 100855.00 Pa, 31.96 C
9:04 AM,39.29, 100854.00 Pa, 31.97 C
9:04 AM,39.04, 100857.00 Pa, 31.97 C
9:04 AM,39.37, 100853.00 Pa, 31.97 C
9:04 AM,39.29, 100854.00 Pa, 31.97 C
9:04 AM,39.29, 100854.00 Pa, 31.97 C
9:04 AM,39.29, 100854.00 Pa, 31.96 C
9:04 AM,39.37, 100853.00 Pa, 31.97 C
9:04 AM,39.54, 100851.00 Pa, 31.96 C
9:04 AM,39.29, 100854.00 Pa, 31.97 C
9:04 AM,39.21, 100855.00 Pa, 31.97 C
9:04 AM,39.12, 100856.00 Pa, 31.97 C
9:04 AM,39.12, 100856.00 Pa, 31.96 C
9:04 AM,39.54, 100851.00 Pa, 31.96 C
9:04 AM,39.45, 100852.00 Pa, 31.96 C
9:04 AM,39.54, 100851.00 Pa, 31.96 C
9:04 AM,39.37, 100853.00 Pa, 31.96 C
9:04 AM,39.37, 100853.00 Pa, 31.96 C
9:04 AM,39.45, 100852.00 Pa, 31.96 C
9:04 AM,39.21, 100855.00 Pa, 31.96 C
9:05 AM,39.45, 100852.00 Pa, 31.96 C
9:05 AM,39.62, 100850.00 Pa, 31.96 C
9:05 AM,39.29, 100854.00 Pa, 31.96 C
9:05 AM,39.21, 100855.00 Pa, 31.97 C
9:05 AM,39.12, 100856.00 Pa, 31.96 C
9:05 AM,39.29, 100854.00 Pa, 31.96 C
9:05 AM,39.12, 100856.00 Pa, 31.97 C
9:05 AM,39.45, 100852.00 Pa, 31.96 C
9:05 AM,39.54, 100851.00 Pa, 31.96 C
9:05 AM,39.29, 100854.00 Pa, 31.96 C
9:05 AM,39.21, 100855.00 Pa, 31.96 C
9:05 AM,39.37, 100853.00 Pa, 31.97 C
9:05 AM,39.37, 100853.00 Pa, 31.97 C
9:05 AM,39.21, 100855.00 Pa, 31.97 C
9:05 AM,39.21, 100855.00 Pa, 31.97 C
9:05 AM,39.45, 100852.00 Pa, 31.96 C
9:05 AM,39.45, 100852.00 Pa, 31.96 C
9:05 AM,39.21, 100855.00 Pa, 31.96 C
9:05 AM,39.62, 100850.00 Pa, 31.96 C
9:05 AM,39.45, 100852.00 Pa, 31.97 C
9:05 AM,39.21, 100855.00 Pa, 31.97 C
9:05 AM,39.29, 100854.00 Pa, 31.96 C
9:05 AM,39.04, 100857.00 Pa, 31.97 C
9:05 AM,39.29, 100854.00 Pa, 31.97 C
9:05 AM,39.12, 100856.00 Pa, 31.97 C
9:05 AM,39.04, 100857.00 Pa, 31.97 C
9:05 AM,39.29, 100854.00 Pa, 31.97 C
9:05 AM,39.29, 100854.00 Pa, 31.97 C
9:05 AM,39.29, 100854.00 Pa, 31.97 C
9:05 AM,39.21, 100855.00 Pa, 31.96 C
9:05 AM,39.45, 100852.00 Pa, 31.96 C
9:05 AM,39.45, 100852.00 Pa, 31.96 C
9:05 AM,39.12, 100856.00 Pa, 31.96 C
9:05 AM,39.21, 100855.00 Pa, 31.97 C
9:05 AM,39.29, 100854.00 Pa, 31.96 C
9:05 AM,39.37, 100853.00 Pa, 31.96 C
9:05 AM,39.37, 100853.00 Pa, 31.96 C
9:05 AM,39.54, 100851.00 Pa, 31.96 C
9:05 AM,39.37, 100853.00 Pa, 31.96 C
9:05 AM,39.21, 100855.00 Pa, 31.97 C
9:05 AM,39.37, 100853.00 Pa, 31.96 C
9:05 AM,39.37, 100853.00 Pa, 31.96 C
9:05 AM,39.45, 100852.00 Pa, 31.96 C
9:05 AM,39.21, 100855.00 Pa, 31.96 C
9:05 AM,39.45, 100852.00 Pa, 31.96 C
9:05 AM,39.54, 100851.00 Pa, 31.96 C
